,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url,Latitude,Longitude,city,zipcode,category1,category2,category3,CensusTract
1649,"[{'alias': 'convenience', 'title': 'Convenience Stores'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 34.1273298, 'longitude': -118.1872056}",(323) 383-1009,12672.276147734729,highland-market-kitchen-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/JGkA1m3HeKHNlrIEwBkHhw/o.jpg,False,"{'address1': '6901 N Figueroa St', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90042', 'country': 'US', 'state': 'CA', 'display_address': ['6901 N Figueroa St', 'Los Angeles, CA 90042']}",Highland Market/Kitchen,13233831009.0,$,4.5,31,[],https://www.yelp.com/biz/highland-market-kitchen-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.18720559999998,34.1273298,Los Angeles,90042,Convenience Stores,Breakfast & Brunch,Mexican,6037183221
1659,"[{'alias': 'italian', 'title': 'Italian'}]","{'latitude': 34.1390608982352, 'longitude': -118.210096527478}",,12651.035551194946,posto-giusto-los-angeles-2,https://s3-media4.fl.yelpcdn.com/bphoto/Sy__kEl_U5-42WhbIdF6WQ/o.jpg,False,"{'address1': '1948 Colorado Blvd', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90041', 'country': 'US', 'state': 'CA', 'display_address': ['1948 Colorado Blvd', 'Los Angeles, CA 90041']}",Posto Giusto,,$$,4.0,99,['pickup'],https://www.yelp.com/biz/posto-giusto-los-angeles-2?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.21009652747802,34.13906089823519,Los Angeles,90041,Italian,,,6037181400
1660,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 34.121113, 'longitude': -118.206535}",(323) 259-1000,14126.253116327049,the-highland-cafe-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/AGaIT6ezTfyQqgsnnmO_Og/o.jpg,False,"{'address1': '5010 York Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90042', 'country': 'US', 'state': 'CA', 'display_address': ['5010 York Blvd', 'Los Angeles, CA 90042']}",The Highland Cafe,13232591000.0,$$,3.5,472,[],https://www.yelp.com/biz/the-highland-cafe-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.206535,34.121113,Los Angeles,90042,Cafes,Coffee & Tea,Breakfast & Brunch,6037183401
1665,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 34.11844, 'longitude': -118.18941}",(323) 257-8705,13664.364156654605,fusion-burgers-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/UCSy4YUNWJ6qhUH9YW_b7g/o.jpg,False,"{'address1': '5933 York Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90042', 'country': 'US', 'state': 'CA', 'display_address': ['5933 York Blvd', 'Los Angeles, CA 90042']}",Fusion Burgers,13232578705.0,$$,4.0,666,"['delivery', 'pickup', 'restaurant_reservation']",https://www.yelp.com/biz/fusion-burgers-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.18941,34.11844,Los Angeles,90042,Burgers,American (Traditional),,6037183220
1669,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 34.1343840632986, 'longitude': -118.215345190702}",(323) 257-2229,13367.367100274249,abbys-diner-los-angeles-6,https://s3-media1.fl.yelpcdn.com/bphoto/8R7kiYHeIIcLQCPw5ewmuA/o.jpg,False,"{'address1': '4862 Eagle Rock Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90041', 'country': 'US', 'state': 'CA', 'display_address': ['4862 Eagle Rock Blvd', 'Los Angeles, CA 90041']}",Abby's Diner,13232572229.0,$,4.0,178,['pickup'],https://www.yelp.com/biz/abbys-diner-los-angeles-6?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.215345190702,34.134384063298604,Los Angeles,90041,American (Traditional),,,6037181600
1683,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 34.1237754821777, 'longitude': -118.217933654785}",(323) 256-7841,14457.741728960027,delias-restaurant-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/f9E6a2Sm6WcfnOhWRYEojA/o.jpg,False,"{'address1': '4501 York Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90041', 'country': 'US', 'state': 'CA', 'display_address': ['4501 York Blvd', 'Los Angeles, CA 90041']}",Delia's Restaurant,13232567841.0,$,4.5,233,[],https://www.yelp.com/biz/delias-restaurant-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.217933654785,34.1237754821777,Los Angeles,90041,Mexican,Burgers,Breakfast & Brunch,6037183402
1685,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 34.1391079, 'longitude': -118.2009526}",(323) 340-1962,12160.209632046382,colorado-donuts-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/IBcQEjguBBNuWfuhHJqY1A/o.jpg,False,"{'address1': '1578 Colorado Blvd', 'address2': 'Ste 14', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90041', 'country': 'US', 'state': 'CA', 'display_address': ['1578 Colorado Blvd', 'Ste 14', 'Los Angeles, CA 90041']}",Colorado Donuts,13233401962.0,$,4.5,484,['pickup'],https://www.yelp.com/biz/colorado-donuts-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.20095259999998,34.1391079,Los Angeles,90041,Donuts,Bakeries,Sandwiches,6037181500
1687,"[{'alias': 'salvadoran', 'title': 'Salvadoran'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]","{'latitude': 34.1240745371247, 'longitude': -118.22057582438}",(323) 202-8568,14564.631056705717,drive-thru-pupusas-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/XEg-tx12062h9vYEUhG4gw/o.jpg,False,"{'address1': '4414 York Blvd', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90041', 'country': 'US', 'state': 'CA', 'display_address': ['4414 York Blvd', 'Los Angeles, CA 90041']}",Drive Thru Pupusas,13232028568.0,$,5.0,14,[],https://www.yelp.com/biz/drive-thru-pupusas-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.22057582437999,34.1240745371247,Los Angeles,90041,Salvadoran,Food Trucks,,6037186201
1691,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 34.1391652, 'longitude': -118.2044832}",(323) 255-8224,12343.590777177342,eagle-rock-italian-bakery-and-deli-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/vlF1i8thEGlGnCXOLR68fg/o.jpg,False,"{'address1': '1726 Colorado Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90041', 'country': 'US', 'state': 'CA', 'display_address': ['1726 Colorado Blvd', 'Los Angeles, CA 90041']}",Eagle Rock Italian Bakery & Deli,13232558224.0,$,4.5,434,[],https://www.yelp.com/biz/eagle-rock-italian-bakery-and-deli-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.2044832,34.1391652,Los Angeles,90041,Bakeries,Delis,Sandwiches,6037181400
1693,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 34.11077, 'longitude': -118.19609}",(323) 258-6109,14684.892309078808,la-fuente-restaurant-los-angeles-2,https://s3-media3.fl.yelpcdn.com/bphoto/tqZnVIUKw2Mk-BQEzFW25w/o.jpg,False,"{'address1': '5530 Monte Vista St', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90042', 'country': 'US', 'state': 'CA', 'display_address': ['5530 Monte Vista St', 'Los Angeles, CA 90042']}",La Fuente Restaurant,13232586109.0,$$,4.5,236,[],https://www.yelp.com/biz/la-fuente-restaurant-los-angeles-2?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.19608999999998,34.11077,Los Angeles,90042,Mexican,,,6037183810
1696,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 34.1386070251465, 'longitude': -118.213836669922}",(323) 478-1440,12936.93894206116,armons-restaurant-los-angeles,https://s3-media4.fl.yelpcdn.com/bphoto/S5o8gxc0c8Rp9ux2XCNqDg/o.jpg,False,"{'address1': '5056 Eagle Rock Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90041', 'country': 'US', 'state': 'CA', 'display_address': ['5056 Eagle Rock Blvd', 'Los Angeles, CA 90041']}",Armon's Restaurant,13234781440.0,$,4.0,280,[],https://www.yelp.com/biz/armons-restaurant-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.213836669922,34.1386070251465,Los Angeles,90041,American (New),Breakfast & Brunch,,6037181400
1705,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'breweries', 'title': 'Breweries'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]","{'latitude': 34.121162, 'longitude': -118.203751}",(323) 739-6459,13992.988720070363,the-hermosillo-los-angeles,https://s3-media4.fl.yelpcdn.com/bphoto/byPg5QbHz_YdjmSu2ockCA/o.jpg,False,"{'address1': '5125 York Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90042', 'country': 'US', 'state': 'CA', 'display_address': ['5125 York Blvd', 'Los Angeles, CA 90042']}",The Hermosillo,13237396459.0,$$,4.0,339,[],https://www.yelp.com/biz/the-hermosillo-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.203751,34.121162,Los Angeles,90042,Wine Bars,Breweries,Gastropubs,
1708,"[{'alias': 'ramen', 'title': 'Ramen'}]","{'latitude': 34.1212545652361, 'longitude': -118.205110502719}",(323) 999-7988,14045.649246144334,ramen-of-york-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/r1NuLh-QBV7tejDvHYy3_A/o.jpg,False,"{'address1': '5051 York Blvd', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90042', 'country': 'US', 'state': 'CA', 'display_address': ['5051 York Blvd', 'Los Angeles, CA 90042']}",Ramen of York,13239997988.0,$$,4.0,344,['pickup'],https://www.yelp.com/biz/ramen-of-york-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.205110502719,34.1212545652361,Los Angeles,90042,Ramen,,,6037183401
1709,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'vegan', 'title': 'Vegan'}]","{'latitude': 34.139728, 'longitude': -118.204942}",(323) 254-0284,12311.53035494606,organix-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/yUFW4oK0HCJQQOU33N7s_Q/o.jpg,False,"{'address1': '1731 Colorado Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90041', 'country': 'US', 'state': 'CA', 'display_address': ['1731 Colorado Blvd', 'Los Angeles, CA 90041']}",Organix,13232540284.0,$$,4.5,430,"['delivery', 'pickup']",https://www.yelp.com/biz/organix-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.204942,34.139728000000005,Los Angeles,90041,Grocery,Delis,Vegan,6037181000
1727,"[{'alias': 'hotdog', 'title': 'Hot Dogs'}]","{'latitude': 34.1391632985567, 'longitude': -118.205172233284}",(323) 285-4850,12375.027006750784,meeas-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/QLZbYL1H5tYrUj-J_mbDWw/o.jpg,False,"{'address1': '1740 Colorado Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90041', 'country': 'US', 'state': 'CA', 'display_address': ['1740 Colorado Blvd', 'Los Angeles, CA 90041']}",Meea's,13232854850.0,$,4.5,250,['pickup'],https://www.yelp.com/biz/meeas-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.205172233284,34.1391632985567,Los Angeles,90041,Hot Dogs,,,6037181400
1744,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]","{'latitude': 34.1412910456986, 'longitude': -118.221491621097}",(323) 257-5600,13119.287321410571,spitz-eagle-rock-los-angeles-3,https://s3-media3.fl.yelpcdn.com/bphoto/FPDY3LcejRgC-AzKs2vemg/o.jpg,False,"{'address1': '2506 Colorado Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90041', 'country': 'US', 'state': 'CA', 'display_address': ['2506 Colorado Blvd', 'Los Angeles, CA 90041']}",Spitz - Eagle Rock,13232575600.0,$$,4.0,1095,['pickup'],https://www.yelp.com/biz/spitz-eagle-rock-los-angeles-3?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.22149162109699,34.1412910456986,Los Angeles,90041,Sandwiches,Bars,Mediterranean,6037181300
1748,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'bagels', 'title': 'Bagels'}]","{'latitude': 34.12147, 'longitude': -118.20535}",(323) 208-9408,14039.381436550691,belles-bagels-los-angeles-2,https://s3-media4.fl.yelpcdn.com/bphoto/MvAo-t98zUq408XWttl11A/o.jpg,False,"{'address1': '5043 York Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90042', 'country': 'US', 'state': 'CA', 'display_address': ['5043 York Blvd', 'Los Angeles, CA 90042']}",Belle's Bagels,13232089408.0,$,4.0,115,[],https://www.yelp.com/biz/belles-bagels-los-angeles-2?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.20535,34.12147,Los Angeles,90042,Coffee & Tea,Breakfast & Brunch,Bagels,6037183401
1758,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'persian', 'title': 'Persian/Iranian'}]","{'latitude': 34.12254, 'longitude': -118.21393}",(323) 344-7443,14364.443051562996,u-pick-cafe-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/Du_iDjs9VsHtcrr1uxnpIw/o.jpg,False,"{'address1': '4682 York Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90041', 'country': 'US', 'state': 'CA', 'display_address': ['4682 York Blvd', 'Los Angeles, CA 90041']}",U Pick Cafe,13233447443.0,$,4.5,253,['pickup'],https://www.yelp.com/biz/u-pick-cafe-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.21393,34.12254,Los Angeles,90041,Mediterranean,Persian/Iranian,,6037183402
1764,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'korean', 'title': 'Korean'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]","{'latitude': 34.13742, 'longitude': -118.1954}",(323) 315-0253,13351.270568981408,kogi-bbq-truck-verde-los-angeles-2,https://s3-media3.fl.yelpcdn.com/bphoto/l5Vg5emk82MH7jWHMiCS-g/o.jpg,False,"{'address1': '', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90041', 'country': 'US', 'state': 'CA', 'display_address': ['Los Angeles, CA 90041']}",Kogi BBQ Truck - Verde,13233150253.0,$,4.0,579,[],https://www.yelp.com/biz/kogi-bbq-truck-verde-los-angeles-2?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.1954,34.13742,Los Angeles,90041,Barbeque,Korean,Food Trucks,6037181500
1767,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 34.1395072937012, 'longitude': -118.210517883301}",(323) 255-6465,12631.92729748556,the-oinkster-los-angeles,https://s3-media4.fl.yelpcdn.com/bphoto/_26vXAGG_mawjbhKA-bkYQ/o.jpg,False,"{'address1': '2005 Colorado Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90041', 'country': 'US', 'state': 'CA', 'display_address': ['2005 Colorado Blvd', 'Los Angeles, CA 90041']}",The Oinkster,13232556465.0,$$,4.0,3303,['pickup'],https://www.yelp.com/biz/the-oinkster-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.210517883301,34.1395072937012,Los Angeles,90041,Burgers,Fast Food,,6037181000
1770,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 34.1193249705856, 'longitude': -118.197067938745}",(323) 675-1100,13874.4804626965,china-in-the-box-los-angeles-3,https://s3-media2.fl.yelpcdn.com/bphoto/ATmutn4DAziCVIC-1BD4eQ/o.jpg,False,"{'address1': '5528 York Blvd', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90042', 'country': 'US', 'state': 'CA', 'display_address': ['5528 York Blvd', 'Los Angeles, CA 90042']}",China In The Box,13236751100.0,$,4.0,165,"['delivery', 'pickup']",https://www.yelp.com/biz/china-in-the-box-los-angeles-3?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.19706793874501,34.1193249705856,Los Angeles,90042,Chinese,,,6037183300
1775,"[{'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 34.1104704468886, 'longitude': -118.19011464715}",(323) 545-3534,14489.223811848746,triple-beam-pizza-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/BUWlIU-Lo9nPrO_1Lf7hqg/o.jpg,False,"{'address1': '5918 N Figueroa St', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90042', 'country': 'US', 'state': 'CA', 'display_address': ['5918 N Figueroa St', 'Los Angeles, CA 90042']}",Triple Beam Pizza,13235453534.0,$,4.0,82,[],https://www.yelp.com/biz/triple-beam-pizza-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.19011464715,34.1104704468886,Los Angeles,90042,Pizza,,,6037183701
1779,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 34.1209296, 'longitude': -118.2033854}",(323) 255-2000,13996.969187918592,sonnys-hideaway-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/Q70KZ_jKePpsJcxf34o6dg/o.jpg,False,"{'address1': '5137 York Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90042', 'country': 'US', 'state': 'CA', 'display_address': ['5137 York Blvd', 'Los Angeles, CA 90042']}",Sonny's Hideaway,13232552000.0,$$,4.0,338,[],https://www.yelp.com/biz/sonnys-hideaway-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.2033854,34.120929600000004,Los Angeles,90042,American (New),Cocktail Bars,,6037183300
1783,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cannabisdispensaries', 'title': 'Cannabis Dispensaries'}]","{'latitude': 34.16231, 'longitude': -118.36995}",(818) 853-2899,23541.11963773515,wake-and-bake-los-angeles-3,https://s3-media3.fl.yelpcdn.com/bphoto/gokCoYcO6fKz1MRR6excPg/o.jpg,False,"{'address1': '5038 Vineland Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '91601', 'country': 'US', 'state': 'CA', 'display_address': ['5038 Vineland Ave', 'Los Angeles, CA 91601']}",Wake & Bake,18188532899.0,$$,4.5,73,[],https://www.yelp.com/biz/wake-and-bake-los-angeles-3?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.36995,34.16231,Los Angeles,91601,Coffee & Tea,Breakfast & Brunch,Cannabis Dispensaries,6037125501
1791,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 34.1397127307436, 'longitude': -118.20505934763}",(323) 255-8889,12319.163022619205,eagle-rock-green-dragon-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/vnvDEJC9KXtyYI9psnnuhg/o.jpg,False,"{'address1': '1733 Colorado Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90041', 'country': 'US', 'state': 'CA', 'display_address': ['1733 Colorado Blvd', 'Los Angeles, CA 90041']}",Eagle Rock Green Dragon,13232558889.0,$$,4.0,364,[],https://www.yelp.com/biz/eagle-rock-green-dragon-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.20505934763,34.139712730743604,Los Angeles,90041,Chinese,,,6037181000
1792,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 34.1271217, 'longitude': -118.2185089}",(323) 739-0013,14185.169141670192,patio-burgers-and-beer-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/ADtqf4MARYHQm-HT7r5jNg/o.jpg,False,"{'address1': '4541 Eagle Rock Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90041', 'country': 'US', 'state': 'CA', 'display_address': ['4541 Eagle Rock Blvd', 'Los Angeles, CA 90041']}",Patio Burgers & Beer,13237390013.0,$$,4.5,175,[],https://www.yelp.com/biz/patio-burgers-and-beer-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.21850890000002,34.127121700000004,Los Angeles,90041,Burgers,Beer Bar,Sandwiches,6037183402
